symbol,side,setup,result,result_raw,pnl_pips,fibonacci_fib_1_0,fibonacci_fib_1_618,fibonacci_swing_high,fibonacci_swing_low,liquidity_vwap_dist,microstructure_body_size,microstructure_lower_wick,microstructure_upper_wick,momentum_rsi14,momentum_rsi9,momentum_sar,ohlcv_close,ohlcv_high,ohlcv_low,ohlcv_open,ohlcv_real_volume,ohlcv_tick_volume,regime_z_score,relative_distances_dist_ema9,relative_distances_dist_sma200,relative_distances_dist_sma21,relative_distances_dist_vwap,time_day_of_week,time_hour,time_minute,trend_adx,trend_ema9,trend_sma200,trend_sma21,volatility_atr,volatility_bollinger_bandwidth
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-11.14545602871658,16.5,49.5,9.5,33.42195425969338,30.655976846470324,25239.1712224,25193.45,25219.45,25143.95,25209.95,0.0,683.0,-2.481799921054158,-0.0009103069797152217,-0.005777421957013146,-0.001323420609062354,-0.0004421993619441603,4,4,30,20.53944431907252,25216.404669173673,25339.849,25226.835714285717,19.259311892809826,0.0022406604416249066
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-9.767089843753638,15.0,51.0,9.5,33.88489973071009,31.207188483243556,25239.1712224,25194.95,25219.45,25143.95,25209.95,0.0,688.0,-2.4068451839558285,-0.0008627086472670375,-0.005718520939532445,-0.0012667879845981026,-0.0003875103937464662,4,4,30,20.53944431907252,25216.704669173676,25339.856499999998,25226.907142857144,19.259311892809826,0.0022116292473986993
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-4.790108466895617,9.5,56.5,9.5,35.69796258266389,33.409857656824215,25239.1712224,25200.45,25219.45,25143.95,25209.95,0.0,699.0,-2.1062318247742935,-0.0006881911174008006,-0.005502550840406273,-0.001059137772003388,-0.00019004415138606568,4,4,30,20.53944431907252,25217.804669173674,25339.884,25227.16904761905,19.259311892809826,0.0021132387218129657
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-2.975613695089123,7.5,58.5,9.5,36.40631716761163,34.28995113408885,25239.1712224,25202.45,25219.45,25143.95,25209.95,0.0,704.0,-1.9866098682351672,-0.0006247339721583536,-0.005424016375127674,-0.0009836296727719408,-0.00011805449115179219,4,4,30,20.53944431907252,25218.204669173676,25339.894,25227.26428571429,19.259311892809826,0.0020808415436215696
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-1.5825289575295756,6.0,60.0,9.5,36.95631014707394,34.98106315162018,25239.1712224,25203.95,25219.45,25143.95,25209.95,0.0,712.0,-1.8932452178526036,-0.0005771424342802396,-0.005365115566846193,-0.0009269989724865438,-6.278498403917781e-05,4,4,30,20.53944431907252,25218.504669173675,25339.9015,25227.335714285717,19.259311892809826,0.002057813196232351
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,5.557532051276212,2.0,66.0,7.5,41.162867889350686,40.60810547334422,25239.1712224,25211.95,25219.45,25143.95,25209.95,0.0,720.0,-1.3437980308138806,-0.00032334002101269677,-0.005050978511532874,-0.0006249739869442441,0.0002204810568724942,4,4,30,20.53944431907252,25220.104669173674,25339.9415,25227.716666666667,19.259311892809826,0.00195495419969688
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,1.6364942528707616,2.5,63.5,9.5,38.427422614455274,36.89216024912124,25239.1712224,25207.45,25219.45,25143.95,25209.95,0.0,728.0,-1.6633290771749858,-0.00046609991583292706,-0.005227680483114304,-0.0007948619189319373,6.492527021584237e-05,4,4,30,20.53944431907252,25219.204669173676,25339.918999999998,25227.502380952385,19.259311892809826,0.0020085357783594395
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,3.005730659024266,1.0,65.0,9.5,39.36706771147656,38.18141845894109,25239.1712224,25208.95,25219.45,25143.95,25209.95,0.0,734.0,-1.5597250855955533,-0.0004185121520874149,-0.005168779791054131,-0.000738232287592419,0.00011924689775182354,4,4,30,20.53944431907252,25219.504669173675,25339.926499999998,25227.573809523812,19.259311892809826,0.0019894141168308624
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-1.789406914052961,6.5,59.5,9.5,36.7711420084571,34.74761773102075,25239.1712224,25203.45,25219.45,25143.95,25209.95,0.0,742.0,-1.9247139233987824,-0.0005930061544278612,-0.005384749165732543,-0.0009458758369496592,-7.099345041579364e-05,4,4,30,20.53944431907252,25218.404669173673,25339.898999999998,25227.311904761907,19.259311892809826,0.0020653656563428963
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-5.27804144914262,10.5,55.5,9.5,35.35402249371623,32.98653776622315,25239.1712224,25199.45,25219.45,25143.95,25209.95,0.0,747.0,-2.1639626221537576,-0.0007199204449368472,-0.005541818096290045,-0.0010968920354143116,-0.00020940680020283843,4,4,30,20.53944431907252,25217.604669173674,25339.879,25227.12142857143,19.259311892809826,0.002130138043795187
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-10.033050047219149,16.0,50.0,9.5,33.57485745375892,30.837537681710998,25239.1712224,25193.95,25219.45,25143.95,25209.95,0.0,758.0,-2.457141045248991,-0.0008944407430601118,-0.005757788280645605,-0.0013045430319404037,-0.0003980739880397734,4,4,30,20.53944431907252,25216.504669173675,25339.8515,25226.859523809526,19.259311892809826,0.002230884443746699
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-8.636342266105203,14.5,51.5,9.5,34.04207811075449,31.395357186402336,25239.1712224,25195.45,25219.45,25143.95,25209.95,0.0,767.0,-2.3812035949255685,-0.0008468427881260787,-0.005698887274787111,-0.0012479105143775502,-0.0003426564307400602,4,4,30,20.53944431907252,25216.804669173674,25339.859,25226.930952380953,19.259311892809826,0.002202152642389258
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-12.973445798190369,19.5,46.5,9.5,32.53300333051111,29.609976584899613,25239.1712224,25190.45,25219.45,25143.95,25209.95,0.0,774.0,-2.623065251640906,-0.0010055070423618028,-0.005895224096574516,-0.0014366868201114676,-0.0005147493484800077,4,4,30,20.53944431907252,25215.804669173674,25339.834,25226.692857142858,19.259311892809826,0.0023013138426930943
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-12.024898848430894,18.5,47.5,9.5,32.82401905037399,29.950620950436758,25239.1712224,25191.45,25219.45,25143.95,25209.95,0.0,782.0,-2.5772329706372137,-0.0009737731847619909,-0.0058559567012244716,-0.001398931273891176,-0.00047711273531493554,4,4,30,20.53944431907252,25216.004669173675,25339.839,25226.74047619048,19.259311892809826,0.002280723949216391
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-14.570786864933325,21.5,44.5,9.5,31.96618293452711,28.95141681554766,25239.1712224,25188.45,25219.45,25143.95,25209.95,0.0,792.0,-2.711074841080579,-0.0010689762677743146,-0.005973758933763699,-0.0015121983401684242,-0.0005781365253060136,4,4,30,20.53944431907252,25215.404669173673,25339.824,25226.59761904762,19.259311892809826,0.002343560904778255
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-16.718667902950983,24.0,42.0,9.5,31.284840758443465,28.168297835678146,25239.1712224,25185.95,25219.45,25143.95,25209.95,0.0,797.0,-2.8144832036335474,-0.0011483156313127232,-0.006071927567416951,-0.0016065885420281044,-0.0006633689520444781,4,4,30,20.53944431907252,25214.904669173673,25339.8115,25226.478571428575,19.259311892809826,0.002398273386135032
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-16.199445983384066,23.5,42.5,9.5,31.41877565469491,28.321513930343187,25239.1712224,25186.45,25219.45,25143.95,25209.95,0.0,806.0,-2.794371898790651,-0.0011324475068840132,-0.00605229383293807,-0.0015877104303855427,-0.0006427675795794484,4,4,30,20.53944431907252,25215.004669173675,25339.814,25226.502380952385,19.259311892809826,0.0023871678172997183
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-16.556858237549022,24.0,42.0,9.5,31.284840758443465,28.168297835678146,25239.1712224,25185.95,25219.45,25143.95,25209.95,0.0,815.0,-2.8144832036335474,-0.0011483156313127232,-0.006071927567416951,-0.0016065885420281044,-0.0006569528313465111,4,4,30,20.53944431907252,25214.904669173673,25339.8115,25226.478571428575,19.259311892809826,0.002398273386135032
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-18.68072105102692,26.5,39.5,9.5,30.631937317567917,27.42642889185099,25239.1712224,25183.45,25219.45,25143.95,25209.95,0.0,822.0,-2.910922108031427,-0.0012276581414399402,-0.0061700962979224245,-0.0017009796347755056,-0.0007412357811247739,4,4,30,20.53944431907252,25214.404669173673,25339.799,25226.359523809526,19.259311892809826,0.0024549688847038476
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-17.77932875667466,25.5,40.5,9.5,30.889800958163278,27.718437275259802,25239.1712224,25184.45,25219.45,25143.95,25209.95,0.0,825.0,-2.87315712995552,-0.0011959207597864452,-0.0061308287940979875,-0.0016632230907691365,-0.0007054665095197664,4,4,30,20.53944431907252,25214.604669173674,25339.804,25226.407142857144,19.259311892809826,0.002432061484105622
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-16.84321776156139,24.5,41.5,9.5,31.15204291546702,28.016730583452954,25239.1712224,25185.45,25219.45,25143.95,25209.95,0.0,832.0,-2.8343156952035025,-0.0011641838816051297,-0.006091561305769777,-0.0016254666893060366,-0.0006683208395373707,4,4,30,20.53944431907252,25214.804669173674,25339.808999999997,25226.454761904763,19.259311892809826,0.0024094582503408103
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-14.188676381301775,21.5,44.5,9.5,31.96618293452711,28.95141681554766,25239.1712224,25188.45,25219.45,25143.95,25209.95,0.0,836.0,-2.711074841080579,-0.0010689762677743146,-0.005973758933763699,-0.0015121983401684242,-0.0005629837638627387,4,4,30,20.53944431907252,25215.404669173673,25339.824,25226.59761904762,19.259311892809826,0.002343560904778255
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-15.891488717254106,23.5,42.5,9.5,31.41877565469491,28.321513930343187,25239.1712224,25186.45,25219.45,25143.95,25209.95,0.0,841.0,-2.794371898790651,-0.0011324475068840132,-0.00605229383293807,-0.0015877104303855427,-0.0006305560427537461,4,4,30,20.53944431907252,25215.004669173675,25339.814,25226.502380952385,19.259311892809826,0.0023871678172997183
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-17.13903985507568,25.0,41.0,9.5,31.020367707283313,27.866785699969697,25239.1712224,25184.95,25219.45,25143.95,25209.95,0.0,848.0,-2.8538725928378756,-0.0011800522577625858,-0.006111195047996837,-0.0016443448722197284,-0.0006800642529264803,4,4,30,20.53944431907252,25214.704669173676,25339.8065,25226.430952380953,19.259311892809826,0.002420721311544291
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-16.668324291746103,24.5,41.5,9.5,31.15204291546702,28.016730583452954,25239.1712224,25185.45,25219.45,25143.95,25209.95,0.0,852.0,-2.8343156952035025,-0.0011641838816051297,-0.006091561305769777,-0.0016254666893060366,-0.000661385843732028,4,4,30,20.53944431907252,25214.804669173674,25339.808999999997,25226.454761904763,19.259311892809826,0.0024094582503408103
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-15.736893495573895,23.5,42.5,9.5,31.41877565469491,28.321513930343187,25239.1712224,25186.45,25219.45,25143.95,25209.95,0.0,859.0,-2.794371898790651,-0.0011324475068840132,-0.00605229383293807,-0.0015877104303855427,-0.0006244257120256269,4,4,30,20.53944431907252,25215.004669173675,25339.814,25226.502380952385,19.259311892809826,0.0023871678172997183
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-16.56489808153856,24.5,41.5,9.5,31.15204291546702,28.016730583452954,25239.1712224,25185.45,25219.45,25143.95,25209.95,0.0,864.0,-2.8343156952035025,-0.0011641838816051297,-0.006091561305769777,-0.0016254666893060366,-0.0006572846714252015,4,4,30,20.53944431907252,25214.804669173674,25339.808999999997,25226.454761904763,19.259311892809826,0.0024094582503408103
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-9.973267622463027,17.0,49.0,9.5,33.270437424301306,30.47654143320962,25239.1712224,25192.95,25219.45,25143.95,25209.95,0.0,872.0,-2.5061359852509724,-0.0009261733422115682,-0.005797055637254903,-0.0013422982218183057,-0.0003957186837637768,4,4,30,20.53944431907252,25216.304669173674,25339.8465,25226.811904761907,19.259311892809826,0.0022505336590900576
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-9.460898007735523,16.5,49.5,9.5,33.42195425969338,30.655976846470324,25239.1712224,25193.45,25219.45,25143.95,25209.95,0.0,882.0,-2.481799921054158,-0.0009103069797152217,-0.005777421957013146,-0.001323420609062354,-0.00037538909874428023,4,4,30,20.53944431907252,25216.404669173673,25339.849,25226.835714285717,19.259311892809826,0.0022406604416249066
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-6.78757589219822,13.5,52.5,9.5,34.360850356736705,31.778585247945742,25239.1712224,25196.45,25219.45,25143.95,25209.95,0.0,891.0,-2.3289223560879035,-0.0008151114473481212,-0.005659619956918357,-0.0012101556808372812,-0.00026931364955630856,4,4,30,20.53944431907252,25217.004669173675,25339.863999999998,25226.978571428575,19.259311892809826,0.0021835079676573417
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-5.883126477543556,12.5,53.5,9.5,34.685649043021996,32.17128468416084,25239.1712224,25197.45,25219.45,25143.95,25209.95,0.0,896.0,-2.2752973499713143,-0.0007833806098986045,-0.005620352654546006,-0.0011724009898304512,-0.0002334265252941086,4,4,30,20.53944431907252,25217.204669173676,25339.869,25227.026190476194,19.259311892809826,0.00216528349886273
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-7.5369063373073,14.5,51.5,9.5,34.04207811075449,31.395357186402336,25239.1712224,25195.45,25219.45,25143.95,25209.95,0.0,907.0,-2.3812035949255685,-0.0008468427881260787,-0.005698887274787111,-0.0012479105143775502,-0.0002990481392271858,4,4,30,20.53944431907252,25216.804669173674,25339.859,25226.930952380953,19.259311892809826,0.002202152642389258
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-5.753444737616519,12.5,53.5,9.5,34.685649043021996,32.17128468416084,25239.1712224,25197.45,25219.45,25143.95,25209.95,0.0,914.0,-2.2752973499713143,-0.0007833806098986045,-0.005620352654546006,-0.0011724009898304512,-0.00022828227968051527,4,4,30,20.53944431907252,25217.204669173676,25339.869,25227.026190476194,19.259311892809826,0.00216528349886273
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,1.2133040935659665,4.5,61.5,9.5,37.52317559097909,35.700606855086804,25239.1712224,25205.45,25219.45,25143.95,25209.95,0.0,920.0,-1.7967643294825828,-0.000529552028689048,-0.005306214793431141,-0.0008703685928880883,4.81388945915996e-05,4,4,30,20.53944431907252,25218.804669173674,25339.909,25227.407142857144,19.259311892809826,0.0020359141852152266
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-3.9450765864348796,10.5,55.5,9.5,35.35402249371623,32.98653776622315,25239.1712224,25199.45,25219.45,25143.95,25209.95,0.0,925.0,-2.1639626221537576,-0.0007199204449368472,-0.005541818096290045,-0.0010968920354143116,-0.00015652956970467024,4,4,30,20.53944431907252,25217.604669173674,25339.879,25227.12142857143,19.259311892809826,0.002130138043795187
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-7.347506905072805,14.5,51.5,9.5,34.04207811075449,31.395357186402336,25239.1712224,25195.45,25219.45,25143.95,25209.95,0.0,933.0,-2.3812035949255685,-0.0008468427881260787,-0.005698887274787111,-0.0012479105143775502,-0.00029153537035163385,4,4,30,20.53944431907252,25216.804669173674,25339.859,25226.930952380953,19.259311892809826,0.002202152642389258
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-7.30440771350186,14.5,51.5,9.5,34.04207811075449,31.395357186402336,25239.1712224,25195.45,25219.45,25143.95,25209.95,0.0,939.0,-2.3812035949255685,-0.0008468427881260787,-0.005698887274787111,-0.0012479105143775502,-0.000289825770443023,4,4,30,20.53944431907252,25216.804669173674,25339.859,25226.930952380953,19.259311892809826,0.002202152642389258
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-13.297195721308526,21.5,44.5,9.5,31.96618293452711,28.95141681554766,25239.1712224,25188.45,25219.45,25143.95,25209.95,0.0,946.0,-2.711074841080579,-0.0010689762677743146,-0.005973758933763699,-0.0015121983401684242,-0.000527629914626161,4,4,30,20.53944431907252,25215.404669173673,25339.824,25226.59761904762,19.259311892809826,0.002343560904778255
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-8.053059755220602,15.5,50.5,9.5,33.72916612144074,31.021261927524066,25239.1712224,25194.45,25219.45,25143.95,25209.95,0.0,955.0,-2.43215691632499,-0.0008785746322444534,-0.00573815460815199,-0.0012856654904523535,-0.0003195341246909789,4,4,30,20.53944431907252,25216.604669173674,25339.854,25226.883333333335,19.259311892809826,0.002221206948266233
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-11.45820766910765,19.5,46.5,9.5,32.53300333051111,29.609976584899613,25239.1712224,25190.45,25219.45,25143.95,25209.95,0.0,961.0,-2.623065251640906,-0.0010055070423618028,-0.005895224096574516,-0.0014366868201114676,-0.00045465635279239854,4,4,30,20.53944431907252,25215.804669173674,25339.834,25226.692857142858,19.259311892809826,0.0023013138426930943
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-13.990406643759343,22.5,43.5,9.5,31.690115526165926,28.63300145343213,25239.1712224,25187.45,25219.45,25143.95,25209.95,0.0,968.0,-2.75330006221941,-0.0011007116356111161,-0.006013026375602713,-0.0015499543140065598,-0.0005551431353928129,4,4,30,20.53944431907252,25215.204669173676,25339.819,25226.550000000003,19.259311892809826,0.00236519902249507
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-22.536672374433692,32.5,33.5,9.5,29.17085268029257,25.795899948043512,25239.1712224,25177.45,25219.45,25143.95,25209.95,0.0,976.0,-3.116362685858101,-0.0014180930049479115,-0.006405701646293599,-0.0019275218922674366,-0.0008943128687897121,4,4,30,20.53944431907252,25213.204669173676,25339.769,25226.073809523812,19.259311892809826,0.002598343171213941
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-23.35490531112373,33.5,32.5,9.5,28.940782712394764,25.542808975675143,25239.1712224,25176.45,25219.45,25143.95,25209.95,0.0,981.0,-3.1473183792788704,-0.001449833911242143,-0.006444969258592878,-0.0019652794340992933,-0.0009267891318555977,4,4,30,20.53944431907252,25213.004669173675,25339.764,25226.026190476194,19.259311892809826,0.0026231552290458078
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-25.04963026166297,35.5,30.5,9.5,28.49136105205099,25.051239191425665,25239.1712224,25174.45,25219.45,25143.95,25209.95,0.0,984.0,-3.2066410621189143,-0.0015133172345466964,-0.006523504529680915,-0.002040794945412852,-0.0009940526847438383,4,4,30,20.53944431907252,25212.604669173674,25339.754,25225.930952380953,19.259311892809826,0.0026734999203576705
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-26.2786757408212,37.0,29.0,9.5,28.16334938336624,24.69480173849412,25239.1712224,25172.95,25219.45,25143.95,25209.95,0.0,991.0,-3.2489634661205997,-0.0015609310489489493,-0.006582406023674971,-0.0020974319530950476,-0.001042836512139737,4,4,30,20.53944431907252,25212.304669173674,25339.746499999997,25225.859523809526,19.259311892809826,0.002711862596580435
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-28.365281311846047,39.5,26.5,9.5,27.633130806452698,24.122757239196588,25239.1712224,25170.45,25219.45,25143.95,25209.95,0.0,998.0,-3.315603191505556,-0.001640289924355866,-0.006680575257814452,-0.002191827678662817,-0.0011256593214873296,4,4,30,20.53944431907252,25211.804669173674,25339.734,25225.74047619048,19.259311892809826,0.002776887558108629
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-26.552342760660395,37.5,28.5,9.5,28.055684095638128,24.578232619689544,25239.1712224,25172.45,25219.45,25143.95,25209.95,0.0,1009.0,-3.2626734928637373,-0.0015768025722194077,-0.006602039862754654,-0.0021163110269319216,-0.001053706111039294,4,4,30,20.53944431907252,25212.204669173676,25339.744,25225.835714285717,19.259311892809826,0.0027247609306667825
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-25.634820426490478,36.5,29.5,9.5,28.271844197814005,24.812481849562843,25239.1712224,25173.45,25219.45,25143.95,25209.95,0.0,1016.0,-3.2350566681143076,-0.001545059651580986,-0.0065627721884695496,-0.0020785529148963124,-0.0010172917234561939,4,4,30,20.53944431907252,25212.404669173673,25339.749,25225.883333333335,19.259311892809826,0.002699019124086312
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-30.690416317407653,42.5,23.5,9.5,27.022639271072265,23.47034077617768,25239.1712224,25167.45,25219.45,25143.95,25209.95,0.0,1026.0,-3.3895715287872212,-0.0017355247298902403,-0.006798378466627693,-0.0023051037254203165,-0.001217963540576734,4,4,30,20.53944431907252,25211.204669173676,25339.718999999997,25225.59761904762,19.259311892809826,0.0028565967510145378
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-29.772322050426737,41.5,24.5,9.5,27.223117006968735,23.683856137051336,25239.1712224,25168.45,25219.45,25143.95,25209.95,0.0,1033.0,-3.3656100911830173,-0.001703779291052099,-0.0067591107148600995,-0.002267344900611852,-0.0011815246992393433,4,4,30,20.53944431907252,25211.404669173673,25339.724,25225.64523809524,19.259311892809826,0.002829832010336612
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-28.000138888888614,39.5,26.5,9.5,27.633130806452698,24.122757239196588,25239.1712224,25170.45,25219.45,25143.95,25209.95,0.0,1040.0,-3.315603191505556,-0.001640289924355866,-0.006680575257814452,-0.002191827678662817,-0.0011111849631448509,4,4,30,20.53944431907252,25211.804669173674,25339.734,25225.74047619048,19.259311892809826,0.002776887558108629
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-30.933042514890985,43.0,23.0,9.5,26.923503616509706,23.365020284678437,25239.1712224,25166.95,25219.45,25143.95,25209.95,0.0,1047.0,-3.4013008909629616,-0.0017513976381868814,-0.006818012348322757,-0.0023239831912833706,-0.0012276048135749936,4,4,30,20.53944431907252,25211.104669173674,25339.7165,25225.573809523812,19.259311892809826,0.0028700498719248513
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-30.034687672748987,42.0,24.0,9.5,27.12250768310517,23.57661505521746,25239.1712224,25167.95,25219.45,25143.95,25209.95,0.0,1052.0,-3.377675453037493,-0.0017196519475124311,-0.006778744588806902,-0.002286224295196511,-0.0011919480087406525,4,4,30,20.53944431907252,25211.304669173674,25339.7215,25225.62142857143,19.259311892809826,0.002843190574973083
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-25.293269893809338,36.5,29.5,9.5,28.271844197814005,24.812481849562843,25239.1712224,25173.45,25219.45,25143.95,25209.95,0.0,1057.0,-3.2350566681143076,-0.001545059651580986,-0.0065627721884695496,-0.0020785529148963124,-0.0010037512435800108,4,4,30,20.53944431907252,25212.404669173673,25339.749,25225.883333333335,19.259311892809826,0.002699019124086312
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-24.809268426844937,36.0,30.0,9.5,28.381178162914523,24.93128891184668,25239.1712224,25173.95,25219.45,25143.95,25209.95,0.0,1064.0,-3.2209501819359128,-0.0015291883801141638,-0.0065431383571381025,-0.002059673912335614,-0.0009845432532041398,4,4,30,20.53944431907252,25212.504669173675,25339.7515,25225.907142857144,19.259311892809826,0.0026862312994050774
NZDUSD,BUY,9.1,0,loss,-0.00028,0.58641,0.58686114,0.58599,0.58526,7.739683231611227e-05,7.999999999996898e-05,7.999999999996898e-05,0.0001100000000000545,52.94835564247099,50.67616648753027,0.585874594464,0.58556,0.58567,0.5854,0.58548,0.0,197.0,-0.27297554521534306,1.015241821803811e-05,0.0012155272189013522,-7.318465464157962e-05,0.00013219322298795206,4,4,30,30.011425641362102,0.5855540552103422,0.5848491,0.5856028571428571,0.00019929637981055097,0.0010517574945351467
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-22.619840943370946,33.5,32.5,9.5,28.940782712394764,25.542808975675143,25239.1712224,25176.45,25219.45,25143.95,25209.95,0.0,1071.0,-3.1473183792788704,-0.001449833911242143,-0.006444969258592878,-0.0019652794340992933,-0.0008976458689208558,4,4,30,20.53944431907252,25213.004669173675,25339.764,25226.026190476194,19.259311892809826,0.0026231552290458078
NZDUSD,BUY,9.1,0,loss,-0.00028,0.58641,0.58686114,0.58599,0.58526,7.739683231611227e-05,7.999999999996898e-05,7.999999999996898e-05,0.0001100000000000545,52.94835564247099,50.67616648753027,0.585874594464,0.58556,0.58567,0.5854,0.58548,0.0,197.0,-0.27297554521534306,1.015241821803811e-05,0.0012155272189013522,-7.318465464157962e-05,0.00013219322298795206,4,4,30,30.011425641362102,0.5855540552103422,0.5848491,0.5856028571428571,0.00019929637981055097,0.0010517574945351467
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-18.301886792454752,28.5,37.5,9.5,30.12891359416507,26.860488768674415,25239.1712224,25181.45,25219.45,25143.95,25209.95,0.0,1078.0,-2.9833268661314865,-0.0012911344152115357,-0.006248631352060585,-0.0017764931504212808,-0.0007262724996132612,4,4,30,20.53944431907252,25214.004669173675,25339.789,25226.26428571429,19.259311892809826,0.002501662676994553
NZDUSD,BUY,9.1,0,loss,-0.00028,0.58641,0.58686114,0.58599,0.58526,7.739683231611227e-05,7.999999999996898e-05,7.999999999996898e-05,0.0001100000000000545,52.94835564247099,50.67616648753027,0.585874594464,0.58556,0.58567,0.5854,0.58548,0.0,197.0,-0.27297554521534306,1.015241821803811e-05,0.0012155272189013522,-7.318465464157962e-05,0.00013219322298795206,4,4,30,30.011425641362102,0.5855540552103422,0.5848491,0.5856028571428571,0.00019929637981055097,0.0010517574945351467
