symbol,side,setup,result,pnl_pips,body_size,upper_wick,lower_wick,adx,z_score,atr,rsi14,bollinger_bandwidth,dist_ema9,dist_sma21,dist_sma200,dist_vwap,hour,day_of_week,dir_lag1,dir_lag2,dir_lag3,rolling_vol_10
HK50,BUY,Russian,0,-97.47578161321871,0.5160710877012278,0.12901777192530695,0.16587999247539467,34.88485978292739,-1.8107266503642838,27.128045599999016,28.50179695910265,0.007647735579414298,-0.0013614506613867645,-0.0033750578573341562,0.0018023329932608503,0.001655473775850321,18,2,-1.0,-1.0,-1.0,0.0005401147278897909
HK50,BUY,Russian,1,158.38336980708118,3.519584688395828,0.44272670554034427,0.01852412993892541,18.95303820722818,-3.5295590358542555,26.99182102741205,28.30718660814219,0.004507885008408548,-0.0033594483590959887,-0.003871752403987543,0.0016563009112303666,-0.002679469253138359,3,4,1.0,-1.0,1.0,0.0012562647682499166
HK50,BUY,Russian,0,-33.586132401556824,2.3004676759710043,0.003716425970819829,0.0371642597087391,41.922543445628236,-3.1796866989599755,13.453786081535375,29.485616227816166,0.002597775212352403,-0.0013805942758620307,-0.00196719832156481,0.003504618327810745,0.004439189949734207,20,4,1.0,-1.0,-1.0,0.0004357656409046107
HK50,SELL,Russian,0,-138.76364788537467,1.6222993718380354,0.011781404298025197,0.8753583393433064,39.213243942198964,2.6544327796988028,42.43976247244228,71.86570411451105,0.010822099195772868,0.0051005066395615525,0.00683459830161921,-8.048563403087514e-05,0.0028706009404304415,3,4,1.0,1.0,1.0,0.0018312499608558875
HK50,BUY,Russian,0,-69.04732243866601,4.893671720139859,0.265790476812708,0.2970599446730266,22.23715163268492,-2.066653063614801,31.980077322294783,29.99595873665369,0.00522627190487332,-0.0013876865051134003,-0.0026821260732604567,0.0030365886563677707,-0.001962912937552814,3,0,-1.0,1.0,-1.0,0.0004991301889689834
HK50,BUY,Russian,0,-72.98016023957825,0.12591598109128052,0.6295799054564026,0.15739497636410066,23.491725635327697,-2.0013340999047613,31.76721465641658,28.294690409969903,0.005525281836798481,-0.0013682794916485908,-0.0027816765147951317,0.002570604577359468,-0.001362731454148407,3,0,-1.0,-1.0,1.0,0.00047214675055533994
HK50,SELL,Russian,0,-50.882020394969004,0.6288623599553834,0.020285882579205917,0.42600353416332426,27.293726580680474,2.7075820778873116,24.64768284287152,71.2300160418828,0.0038765481497965047,0.0018213409498460133,0.002506417968279605,-0.0003588474898926325,2.2078548425621093e-05,17,0,1.0,1.0,1.0,0.00046821783652603577
HK50,BUY,Russian,0,-57.404940862012154,0.9015292233279509,0.07088190453678195,0.0,25.182874990507912,-2.202279921349423,22.572756903960936,28.77097110785452,0.0042962202867246075,-0.0012471556190468533,-0.002341287563834124,7.121892336024443e-05,-0.001837081860518026,18,1,-1.0,-1.0,1.0,0.0003545541465693157
HK50,BUY,Russian,0,-57.07810530034112,0.32905541310851255,0.7761688751950111,0.20094987060064065,30.40381313778556,-2.6125388620269017,19.90546193458085,28.985199576903852,0.004342173182260639,-0.0016321676320413235,-0.0027079161787599924,0.0026038228647910742,-0.000730283980103644,3,4,-1.0,-1.0,-1.0,0.0007303101482100528
HK50,BUY,Russian,0,-66.4342722225374,0.6921715083677831,1.4727053369526648,0.9467391451838559,31.828974508060224,-2.3147297359883976,23.765786082110843,27.65371345694595,0.0050547660607211916,-0.0015027777343080912,-0.002793763649986346,0.002368671009824498,-0.0006956519436948031,3,4,-1.0,-1.0,-1.0,0.0007255997782585254
HK50,BUY,Russian,0,-78.27442211430389,0.9764120631596938,0.3905648252638775,0.5663189966326224,33.49684276690045,-2.416852198312867,25.603944219102925,23.583828419232148,0.0059569224088901985,-0.0018887638736668343,-0.003453302951370011,0.001525318030798004,-0.0011972757728604831,3,4,-1.0,-1.0,-1.0,0.0007320552179781243
HK50,BUY,Russian,0,-35.89833448871286,1.1018831485726426,0.27128430101630413,0.13731674495884594,22.363449979286894,-2.165332123726608,14.928987725522193,29.154148931408642,0.002659924506411094,-0.0007841200829438105,-0.0014727528809399626,0.0017247151033217482,0.00019285635307409528,15,3,-1.0,1.0,-1.0,0.000324580176532747
HK50,BUY,Russian,0,-42.00330059870976,0.8287974714655717,0.0,1.3499352754930918,26.575210774890234,-1.907649817855057,15.926689516389356,29.960501891447123,0.0031131335450623847,-0.0006974591325954971,-0.0014493614189642079,0.0013784212825941572,-7.744586928679211e-05,15,3,-1.0,1.0,-1.0,0.0003779559351685078
HK50,BUY,Russian,0,-46.326250352489296,1.0813271110035756,0.3604423703345252,0.12014745677817507,28.49852837826085,-2.2490911281593,16.646211693790114,25.391778952028247,0.003434064432836056,-0.0010477595637132073,-0.0019265061550777552,0.0007466208961655247,-0.0006876169289948545,15,3,-1.0,-1.0,1.0,0.00031824766585333733
HK50,BUY,Russian,0,-50.865356560694636,0.3958229766572138,0.30447921281324136,0.12179168512529655,30.454808303052424,-2.126464230915077,16.42148228709082,24.07395726137824,0.0037711133416383717,-0.0010016737936831678,-0.0019741130656313124,0.0005218324560428702,-0.0008876461078730403,15,3,-1.0,-1.0,-1.0,0.00030726875104363047
HK50,BUY,Russian,1,100.57330580917551,0.9833829488282931,0.09133587760014283,0.24356234026704757,22.1308470277547,-2.6499520686657134,16.422900172556663,29.28010052413316,0.0033616964532640764,-0.0012886805695298009,-0.002124528538321352,0.00038305755520076315,-0.0007901142199289056,13,2,-1.0,-1.0,-1.0,0.00036232293521976805
HK50,BUY,Russian,1,221.79060912884597,0.6120078254050718,0.04962225611392474,0.2977335366835484,29.30349532960261,-2.2204189038677984,30.228371651547658,28.792681387554737,0.008052159365898042,-0.002264923227386043,-0.004266689937353404,0.00019266827205639716,-0.00033865282171459876,19,2,-1.0,-1.0,-1.0,0.0006270863022945026
HK50,BUY,Russian,0,-38.48507705636803,1.6355696541284828,0.02070341334339852,0.04140682668679704,17.136940806387365,-3.6782637950289407,24.150607037917727,29.19664576592315,0.00286278232772845,-0.0019955421091986682,-0.00255599292851417,0.003919627359420871,-0.0019126398544605085,3,4,-1.0,1.0,1.0,0.0007552371836898208
HK50,BUY,Russian,0,-60.95046196978001,1.9108507386429041,0.0,0.14024592577195627,22.627610848219074,-3.576413838945767,28.52132764629548,29.921905085807083,0.004544741228610962,-0.002823342247299303,-0.003865832274187049,0.0015777268930223121,0.003315427474649597,14,3,-1.0,-1.0,-1.0,0.0008722556610624616
